NACA24018_theta30_Ku4.5_Kl0.5_d0.35_deltad0.20274
 0.85203    -0.20274
 0.85042    -0.19738
 0.84777    -0.18881
 0.84479    -0.17959
 0.84149    -0.16971
 0.83780    -0.15918
 0.83376    -0.14805
 0.82931    -0.13642
 0.82453    -0.12437
 0.81940    -0.11205
 0.81398    -0.09958
 0.80834    -0.08714
 0.80253    -0.07486
 0.79663    -0.06290
 0.79073    -0.05136
 0.78489    -0.04037
 0.77919    -0.03000
 0.77370    -0.02030
 0.76828    -0.01138
 0.76268    -0.00320
 0.75689     0.00441
 0.75088     0.01153
 0.74466     0.01821
 0.73822     0.02450
 0.73155     0.03042
 0.72465     0.03599
 0.71751     0.04123
 0.71012     0.04613
 0.70246     0.05070
 0.69452     0.05494
 0.68627     0.05886
 0.67768     0.06244
 0.66868     0.06567
 0.65918     0.06853
 0.64905     0.07101
 0.63802     0.07306
 0.62580     0.07500
 0.61231     0.07712
 0.59756     0.07937
 0.58161     0.08176
 0.56459     0.08421
 0.54670     0.08672
 0.52816     0.08921
 0.50916     0.09166
 0.48987     0.09402
 0.47041     0.09627
 0.45092     0.09839
 0.43146     0.10035
 0.41210     0.10216
 0.39291     0.10378
 0.37391     0.10521
 0.35517     0.10645
 0.33675     0.10747
 0.31871     0.10829
 0.30110     0.10889
 0.28400     0.10926
 0.26748     0.10941
 0.25159     0.10932
 0.23635     0.10896
 0.22176     0.10836
 0.20780     0.10748
 0.19447     0.10635
 0.18177     0.10498
 0.16967     0.10338
 0.15817     0.10157
 0.14726     0.09956
 0.13693     0.09737
 0.12716     0.09503
 0.11794     0.09257
 0.10926     0.08999
 0.10109     0.08733
 0.09342     0.08459
 0.08623     0.08180
 0.07948     0.07897
 0.07317     0.07612
 0.06727     0.07327
 0.06174     0.07041
 0.05657     0.06757
 0.05174     0.06474
 0.04723     0.06192
 0.04301     0.05913
 0.03906     0.05637
 0.03538     0.05364
 0.03194     0.05093
 0.02872     0.04825
 0.02571     0.04560
 0.02292     0.04298
 0.02031     0.04039
 0.01788     0.03782
 0.01563     0.03527
 0.01355     0.03275
 0.01162     0.03025
 0.00985     0.02777
 0.00823     0.02531
 0.00677     0.02286
 0.00545     0.02044
 0.00427     0.01803
 0.00323     0.01564
 0.00235     0.01327
 0.00160     0.01092
 0.00100     0.00859
 0.00054     0.00623
 0.00020     0.00382
 0.00003     0.00139
 0.00002    -0.00108
 0.00018    -0.00357
 0.00055    -0.00608
 0.00113    -0.00857
 0.00194    -0.01105
 0.00297    -0.01349
 0.00425    -0.01587
 0.00575    -0.01818
 0.00748    -0.02042
 0.00944    -0.02256
 0.01161    -0.02462
 0.01397    -0.02661
 0.01655    -0.02849
 0.01932    -0.03031
 0.02229    -0.03206
 0.02547    -0.03374
 0.02887    -0.03536
 0.03249    -0.03693
 0.03635    -0.03847
 0.04047    -0.03996
 0.04488    -0.04142
 0.04960    -0.04285
 0.05466    -0.04427
 0.06011    -0.04568
 0.06599    -0.04707
 0.07235    -0.04848
 0.07926    -0.04987
 0.08679    -0.05128
 0.09501    -0.05271
 0.10402    -0.05417
 0.11390    -0.05564
 0.12474    -0.05714
 0.13661    -0.05867
 0.14956    -0.06021
 0.16358    -0.06176
 0.17862    -0.06329
 0.19457    -0.06478
 0.21128    -0.06621
 0.22858    -0.06753
 0.24631    -0.06871
 0.26433    -0.06972
 0.28256    -0.07054
 0.30094    -0.07113
 0.31952    -0.07150
 0.33828    -0.07166
 0.35725    -0.07161
 0.37639    -0.07136
 0.39569    -0.07092
 0.41515    -0.07030
 0.43476    -0.06951
 0.45445    -0.06855
 0.47421    -0.06745
 0.49395    -0.06620
 0.51362    -0.06482
 0.53311    -0.06334
 0.55227    -0.06177
 0.57092    -0.06014
 0.58889    -0.05847
 0.60594    -0.05682
 0.62189    -0.05520
 0.63662    -0.05365
 0.65004    -0.05219
 0.66220    -0.05084
 0.67314    -0.04958
 0.68303    -0.04841
 0.69198    -0.04742
 0.70021    -0.04700
 0.70795    -0.04722
 0.71533    -0.04798
 0.72242    -0.04924
 0.72927    -0.05096
 0.73590    -0.05312
 0.74236    -0.05569
 0.74865    -0.05866
 0.75480    -0.06203
 0.76080    -0.06577
 0.76668    -0.06989
 0.77244    -0.07439
 0.77809    -0.07925
 0.78362    -0.08449
 0.78905    -0.09010
 0.79438    -0.09607
 0.79960    -0.10242
 0.80471    -0.10913
 0.80970    -0.11619
 0.81457    -0.12358
 0.81930    -0.13129
 0.82388    -0.13927
 0.82828    -0.14748
 0.83250    -0.15585
 0.83651    -0.16432
 0.84029    -0.17281
 0.84383    -0.18123
 0.84712    -0.18949
 0.85015    -0.19753
 0.85203    -0.20274
